<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20140206,123900,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,124000,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,124100,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,124200,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,124300,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,124400,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,124500,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,124600,1.3522,1.3522,1.3520,1.3521,4
EURUSD,20140206,124700,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,124800,1.3521,1.3521,1.3520,1.3520,4
EURUSD,20140206,124900,1.3521,1.3521,1.3520,1.3521,4
EURUSD,20140206,125000,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,125100,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,125200,1.3521,1.3522,1.3521,1.3521,4
EURUSD,20140206,125300,1.3521,1.3521,1.3520,1.3520,4
EURUSD,20140206,125400,1.3521,1.3521,1.3520,1.3520,4
EURUSD,20140206,125500,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,125600,1.3520,1.3520,1.3519,1.3520,4
EURUSD,20140206,125700,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,125800,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,125900,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,130000,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,130100,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,130200,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,130300,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,130400,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,130500,1.3521,1.3521,1.3519,1.3519,4
EURUSD,20140206,130600,1.3519,1.3519,1.3518,1.3519,4
EURUSD,20140206,130700,1.3519,1.3519,1.3518,1.3518,4
EURUSD,20140206,130800,1.3518,1.3518,1.3518,1.3518,4
EURUSD,20140206,130900,1.3518,1.3519,1.3518,1.3519,4
EURUSD,20140206,131000,1.3518,1.3518,1.3518,1.3518,4
EURUSD,20140206,131100,1.3518,1.3518,1.3518,1.3518,4
EURUSD,20140206,131200,1.3519,1.3519,1.3519,1.3519,4
EURUSD,20140206,131300,1.3519,1.3519,1.3519,1.3519,4
EURUSD,20140206,131400,1.3519,1.3519,1.3519,1.3519,4
EURUSD,20140206,131500,1.3519,1.3520,1.3519,1.3520,4
EURUSD,20140206,131600,1.3520,1.3520,1.3519,1.3520,4
EURUSD,20140206,131700,1.3519,1.3520,1.3519,1.3520,4
EURUSD,20140206,131800,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,131900,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,132000,1.3520,1.3520,1.3519,1.3520,4
EURUSD,20140206,132100,1.3520,1.3520,1.3519,1.3519,4
EURUSD,20140206,132200,1.3519,1.3520,1.3519,1.3520,4
EURUSD,20140206,132300,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,132400,1.3519,1.3521,1.3519,1.3521,4
EURUSD,20140206,132500,1.3521,1.3521,1.3520,1.3520,4
EURUSD,20140206,132600,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,132700,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,132800,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,132900,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,133000,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,133100,1.3519,1.3520,1.3519,1.3520,4
EURUSD,20140206,133200,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,133300,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,133400,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,133500,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,133600,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,133700,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,133800,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,133900,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,134000,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,134100,1.3521,1.3521,1.3520,1.3520,4
EURUSD,20140206,134200,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,134300,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,134400,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,134500,1.3520,1.3520,1.3519,1.3519,4
EURUSD,20140206,134600,1.3520,1.3520,1.3519,1.3519,4
EURUSD,20140206,134700,1.3519,1.3519,1.3518,1.3518,4
EURUSD,20140206,134800,1.3518,1.3518,1.3516,1.3516,4
EURUSD,20140206,134900,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,135000,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,135100,1.3516,1.3516,1.3515,1.3515,4
EURUSD,20140206,135200,1.3515,1.3515,1.3515,1.3515,4
EURUSD,20140206,135300,1.3515,1.3517,1.3515,1.3517,4
EURUSD,20140206,135400,1.3516,1.3517,1.3516,1.3516,4
EURUSD,20140206,135500,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,135600,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,135700,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,135800,1.3515,1.3515,1.3515,1.3515,4
EURUSD,20140206,135900,1.3515,1.3515,1.3515,1.3515,4
EURUSD,20140206,140000,1.3515,1.3515,1.3515,1.3515,4
EURUSD,20140206,140100,1.3515,1.3515,1.3513,1.3513,4
EURUSD,20140206,140200,1.3513,1.3516,1.3513,1.3515,4
EURUSD,20140206,140300,1.3515,1.3515,1.3515,1.3515,4
EURUSD,20140206,140400,1.3515,1.3515,1.3515,1.3515,4
EURUSD,20140206,140500,1.3515,1.3515,1.3515,1.3515,4
EURUSD,20140206,140600,1.3515,1.3516,1.3515,1.3516,4
EURUSD,20140206,140700,1.3516,1.3517,1.3516,1.3516,4
EURUSD,20140206,140800,1.3516,1.3517,1.3516,1.3516,4
EURUSD,20140206,140900,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,141000,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,141100,1.3516,1.3516,1.3515,1.3515,4
EURUSD,20140206,141200,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,141300,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,141400,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,141500,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,141600,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,141700,1.3517,1.3518,1.3517,1.3518,4
EURUSD,20140206,141800,1.3518,1.3518,1.3517,1.3517,4
EURUSD,20140206,141900,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,142000,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,142100,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,142200,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,142300,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,142400,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,142500,1.3516,1.3517,1.3516,1.3517,4
EURUSD,20140206,142600,1.3517,1.3518,1.3517,1.3518,4
EURUSD,20140206,142700,1.3518,1.3518,1.3518,1.3518,4
EURUSD,20140206,142800,1.3518,1.3519,1.3518,1.3519,4
EURUSD,20140206,142900,1.3519,1.3519,1.3517,1.3517,4
EURUSD,20140206,143000,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,143100,1.3518,1.3518,1.3517,1.3517,4
EURUSD,20140206,143200,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,143300,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,143400,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,143500,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,143600,1.3517,1.3518,1.3517,1.3518,4
EURUSD,20140206,143700,1.3519,1.3519,1.3519,1.3519,4
EURUSD,20140206,143800,1.3519,1.3519,1.3518,1.3519,4
EURUSD,20140206,143900,1.3519,1.3519,1.3518,1.3518,4
EURUSD,20140206,144000,1.3518,1.3518,1.3518,1.3518,4
EURUSD,20140206,144100,1.3518,1.3518,1.3517,1.3517,4
EURUSD,20140206,144200,1.3516,1.3517,1.3516,1.3517,4
EURUSD,20140206,144300,1.3517,1.3518,1.3517,1.3517,4
EURUSD,20140206,144400,1.3518,1.3518,1.3517,1.3517,4
EURUSD,20140206,144500,1.3517,1.3518,1.3517,1.3517,4
EURUSD,20140206,144600,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,144700,1.3516,1.3516,1.3515,1.3516,4
EURUSD,20140206,144800,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,144900,1.3516,1.3517,1.3516,1.3517,4
EURUSD,20140206,145000,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,145100,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,145200,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,145300,1.3516,1.3516,1.3514,1.3514,4
EURUSD,20140206,145400,1.3515,1.3517,1.3515,1.3517,4
EURUSD,20140206,145500,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,145600,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,145700,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,145800,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,145900,1.3518,1.3518,1.3517,1.3517,4
EURUSD,20140206,150000,1.3517,1.3518,1.3517,1.3517,4
EURUSD,20140206,150100,1.3517,1.3517,1.3516,1.3516,4
EURUSD,20140206,150200,1.3516,1.3516,1.3516,1.3516,4
EURUSD,20140206,150300,1.3516,1.3517,1.3516,1.3517,4
EURUSD,20140206,150400,1.3517,1.3518,1.3517,1.3518,4
EURUSD,20140206,150500,1.3517,1.3517,1.3516,1.3517,4
EURUSD,20140206,150600,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,150700,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,150800,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,150900,1.3517,1.3518,1.3517,1.3518,4
EURUSD,20140206,151000,1.3519,1.3519,1.3518,1.3519,4
EURUSD,20140206,151100,1.3519,1.3519,1.3519,1.3519,4
EURUSD,20140206,151200,1.3519,1.3520,1.3519,1.3519,4
EURUSD,20140206,151300,1.3519,1.3520,1.3519,1.3520,4
EURUSD,20140206,151400,1.3520,1.3520,1.3519,1.3519,4
EURUSD,20140206,151500,1.3518,1.3519,1.3518,1.3519,4
EURUSD,20140206,151600,1.3518,1.3519,1.3518,1.3519,4
EURUSD,20140206,151700,1.3519,1.3519,1.3519,1.3519,4
EURUSD,20140206,151800,1.3519,1.3519,1.3519,1.3519,4
EURUSD,20140206,151900,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,152000,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,152100,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,152200,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,152300,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,152400,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,152500,1.3522,1.3522,1.3521,1.3521,4
EURUSD,20140206,152600,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,152700,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,152800,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,152900,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,153000,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,153100,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,153200,1.3521,1.3521,1.3520,1.3520,4
EURUSD,20140206,153300,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,153400,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,153500,1.3522,1.3523,1.3522,1.3523,4
EURUSD,20140206,153600,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,153700,1.3522,1.3522,1.3520,1.3521,4
EURUSD,20140206,153800,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,153900,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,154000,1.3521,1.3523,1.3521,1.3522,4
EURUSD,20140206,154100,1.3523,1.3523,1.3521,1.3521,4
EURUSD,20140206,154200,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,154300,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,154400,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,154500,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,154600,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,154700,1.3522,1.3524,1.3522,1.3524,4
EURUSD,20140206,154800,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,154900,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,155000,1.3522,1.3522,1.3521,1.3522,4
EURUSD,20140206,155100,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,155200,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,155300,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,155400,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,155500,1.3522,1.3523,1.3522,1.3523,4
EURUSD,20140206,155600,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,155700,1.3522,1.3522,1.3521,1.3522,4
EURUSD,20140206,155800,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,155900,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,160000,1.3521,1.3523,1.3521,1.3523,4
EURUSD,20140206,160100,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,160200,1.3523,1.3523,1.3522,1.3523,4
EURUSD,20140206,160300,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,160400,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,160500,1.3523,1.3524,1.3523,1.3524,4
EURUSD,20140206,160600,1.3524,1.3524,1.3522,1.3522,4
EURUSD,20140206,160700,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,160800,1.3522,1.3522,1.3521,1.3522,4
EURUSD,20140206,160900,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,161000,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,161100,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,161200,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,161300,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,161400,1.3522,1.3524,1.3522,1.3523,4
EURUSD,20140206,161500,1.3523,1.3523,1.3521,1.3521,4
EURUSD,20140206,161600,1.3521,1.3521,1.3520,1.3521,4
EURUSD,20140206,161700,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,161800,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,161900,1.3521,1.3521,1.3518,1.3518,4
EURUSD,20140206,162000,1.3517,1.3517,1.3515,1.3515,4
EURUSD,20140206,162100,1.3516,1.3517,1.3516,1.3517,4
EURUSD,20140206,162200,1.3518,1.3518,1.3517,1.3518,4
EURUSD,20140206,162300,1.3517,1.3517,1.3517,1.3517,4
EURUSD,20140206,162400,1.3517,1.3517,1.3516,1.3516,4
EURUSD,20140206,162500,1.3517,1.3518,1.3517,1.3518,4
EURUSD,20140206,162600,1.3519,1.3521,1.3519,1.3521,4
EURUSD,20140206,162700,1.3522,1.3524,1.3522,1.3523,4
EURUSD,20140206,162800,1.3524,1.3526,1.3524,1.3526,4
EURUSD,20140206,162900,1.3526,1.3526,1.3524,1.3524,4
EURUSD,20140206,163000,1.3523,1.3525,1.3523,1.3525,4
EURUSD,20140206,163100,1.3526,1.3526,1.3525,1.3526,4
EURUSD,20140206,163200,1.3525,1.3525,1.3523,1.3524,4
EURUSD,20140206,163300,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,163400,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,163500,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,163600,1.3522,1.3524,1.3522,1.3524,4
EURUSD,20140206,163700,1.3524,1.3525,1.3523,1.3523,4
EURUSD,20140206,163800,1.3524,1.3524,1.3523,1.3523,4
EURUSD,20140206,163900,1.3524,1.3525,1.3524,1.3525,4
EURUSD,20140206,164000,1.3526,1.3526,1.3526,1.3526,4
EURUSD,20140206,164100,1.3527,1.3529,1.3527,1.3528,4
EURUSD,20140206,164200,1.3529,1.3532,1.3527,1.3528,4
EURUSD,20140206,164300,1.3528,1.3528,1.3527,1.3527,4
EURUSD,20140206,164400,1.3527,1.3528,1.3526,1.3528,4
EURUSD,20140206,164500,1.3529,1.3529,1.3528,1.3528,4
EURUSD,20140206,164600,1.3527,1.3527,1.3526,1.3527,4
EURUSD,20140206,164700,1.3528,1.3528,1.3527,1.3527,4
EURUSD,20140206,164800,1.3526,1.3528,1.3525,1.3526,4
EURUSD,20140206,164900,1.3527,1.3527,1.3526,1.3526,4
EURUSD,20140206,165000,1.3526,1.3527,1.3526,1.3526,4
EURUSD,20140206,165100,1.3527,1.3527,1.3524,1.3524,4
EURUSD,20140206,165200,1.3525,1.3525,1.3524,1.3524,4
EURUSD,20140206,165300,1.3525,1.3527,1.3525,1.3527,4
EURUSD,20140206,165400,1.3526,1.3528,1.3526,1.3526,4
EURUSD,20140206,165500,1.3527,1.3527,1.3526,1.3526,4
EURUSD,20140206,165600,1.3526,1.3527,1.3526,1.3527,4
EURUSD,20140206,165700,1.3527,1.3527,1.3527,1.3527,4
EURUSD,20140206,165800,1.3526,1.3528,1.3526,1.3528,4
EURUSD,20140206,165900,1.3527,1.3527,1.3526,1.3526,4
EURUSD,20140206,170000,1.3526,1.3527,1.3526,1.3526,4
EURUSD,20140206,170100,1.3526,1.3526,1.3526,1.3526,4
EURUSD,20140206,170200,1.3525,1.3525,1.3525,1.3525,4
EURUSD,20140206,170300,1.3525,1.3526,1.3525,1.3525,4
EURUSD,20140206,170400,1.3525,1.3525,1.3524,1.3524,4
EURUSD,20140206,170500,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,170600,1.3525,1.3525,1.3524,1.3524,4
EURUSD,20140206,170700,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,170800,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,170900,1.3524,1.3524,1.3523,1.3523,4
EURUSD,20140206,171000,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,171100,1.3524,1.3525,1.3523,1.3523,4
EURUSD,20140206,171200,1.3523,1.3524,1.3523,1.3523,4
EURUSD,20140206,171300,1.3523,1.3524,1.3523,1.3523,4
EURUSD,20140206,171400,1.3524,1.3525,1.3523,1.3524,4
EURUSD,20140206,171500,1.3523,1.3524,1.3523,1.3524,4
EURUSD,20140206,171600,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,171700,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,171800,1.3522,1.3522,1.3520,1.3521,4
EURUSD,20140206,171900,1.3522,1.3523,1.3522,1.3523,4
EURUSD,20140206,172000,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,172100,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,172200,1.3523,1.3525,1.3523,1.3524,4
EURUSD,20140206,172300,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,172400,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,172500,1.3524,1.3524,1.3522,1.3522,4
EURUSD,20140206,172600,1.3522,1.3524,1.3522,1.3524,4
EURUSD,20140206,172700,1.3523,1.3524,1.3523,1.3524,4
EURUSD,20140206,172800,1.3523,1.3524,1.3523,1.3524,4
EURUSD,20140206,172900,1.3524,1.3524,1.3522,1.3522,4
EURUSD,20140206,173000,1.3523,1.3523,1.3521,1.3521,4
EURUSD,20140206,173100,1.3520,1.3520,1.3519,1.3519,4
EURUSD,20140206,173200,1.3518,1.3519,1.3518,1.3519,4
EURUSD,20140206,173300,1.3519,1.3522,1.3519,1.3521,4
EURUSD,20140206,173400,1.3522,1.3522,1.3521,1.3521,4
EURUSD,20140206,173500,1.3521,1.3524,1.3521,1.3524,4
EURUSD,20140206,173600,1.3523,1.3523,1.3521,1.3521,4
EURUSD,20140206,173700,1.3522,1.3522,1.3520,1.3520,4
EURUSD,20140206,173800,1.3521,1.3523,1.3521,1.3523,4
EURUSD,20140206,173900,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,174000,1.3522,1.3523,1.3522,1.3523,4
EURUSD,20140206,174100,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,174200,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,174300,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,174400,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,174500,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,174600,1.3522,1.3522,1.3520,1.3520,4
EURUSD,20140206,174700,1.3520,1.3521,1.3520,1.3520,4
EURUSD,20140206,174800,1.3520,1.3521,1.3520,1.3521,4
EURUSD,20140206,174900,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,175000,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,175100,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,175200,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,175300,1.3520,1.3520,1.3520,1.3520,4
EURUSD,20140206,175400,1.3520,1.3520,1.3519,1.3520,4
EURUSD,20140206,175500,1.3520,1.3521,1.3519,1.3521,4
EURUSD,20140206,175600,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,175700,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,175800,1.3522,1.3522,1.3521,1.3522,4
EURUSD,20140206,175900,1.3522,1.3523,1.3522,1.3523,4
EURUSD,20140206,180000,1.3523,1.3525,1.3523,1.3524,4
EURUSD,20140206,180100,1.3523,1.3524,1.3523,1.3524,4
EURUSD,20140206,180200,1.3525,1.3525,1.3522,1.3522,4
EURUSD,20140206,180300,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,180400,1.3522,1.3522,1.3520,1.3521,4
EURUSD,20140206,180500,1.3522,1.3523,1.3522,1.3523,4
EURUSD,20140206,180600,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,180700,1.3522,1.3522,1.3521,1.3521,4
EURUSD,20140206,180800,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,180900,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,181000,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,181100,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,181200,1.3523,1.3523,1.3522,1.3523,4
EURUSD,20140206,181300,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,181400,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,181500,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,181600,1.3522,1.3522,1.3521,1.3521,4
EURUSD,20140206,181700,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,181800,1.3523,1.3523,1.3522,1.3523,4
EURUSD,20140206,181900,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,182000,1.3523,1.3523,1.3522,1.3522,4
EURUSD,20140206,182100,1.3522,1.3522,1.3521,1.3522,4
EURUSD,20140206,182200,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,182300,1.3521,1.3522,1.3521,1.3521,4
EURUSD,20140206,182400,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,182500,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,182600,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,182700,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,182800,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,182900,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,183000,1.3521,1.3521,1.3521,1.3521,4
EURUSD,20140206,183100,1.3522,1.3522,1.3521,1.3521,4
EURUSD,20140206,183200,1.3521,1.3522,1.3521,1.3522,4
EURUSD,20140206,183300,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,183400,1.3522,1.3522,1.3522,1.3522,4
EURUSD,20140206,183500,1.3523,1.3523,1.3523,1.3523,4
EURUSD,20140206,183600,1.3523,1.3524,1.3523,1.3524,4
EURUSD,20140206,183700,1.3525,1.3526,1.3525,1.3525,4
EURUSD,20140206,183800,1.3525,1.3525,1.3523,1.3523,4
EURUSD,20140206,183900,1.3524,1.3524,1.3523,1.3524,4
EURUSD,20140206,184000,1.3524,1.3524,1.3524,1.3524,4
EURUSD,20140206,184100,1.3524,1.3526,1.3524,1.3525,4
EURUSD,20140206,184200,1.3526,1.3526,1.3526,1.3526,4
EURUSD,20140206,184300,1.3526,1.3526,1.3526,1.3526,4
EURUSD,20140206,184400,1.3526,1.3526,1.3526,1.3526,4
EURUSD,20140206,184500,1.3526,1.3528,1.3526,1.3528,4
EURUSD,20140206,184600,1.3527,1.3527,1.3526,1.3526,4
EURUSD,20140206,184700,1.3526,1.3526,1.3525,1.3525,4
EURUSD,20140206,184800,1.3526,1.3526,1.3525,1.3525,4
EURUSD,20140206,184900,1.3525,1.3525,1.3525,1.3525,4
EURUSD,20140206,185000,1.3525,1.3525,1.3525,1.3525,4
EURUSD,20140206,185100,1.3525,1.3526,1.3525,1.3526,4
EURUSD,20140206,185200,1.3525,1.3526,1.3525,1.3526,4
EURUSD,20140206,185300,1.3525,1.3526,1.3525,1.3525,4
EURUSD,20140206,185400,1.3525,1.3526,1.3525,1.3526,4
EURUSD,20140206,185500,1.3526,1.3527,1.3526,1.3527,4
EURUSD,20140206,185600,1.3527,1.3527,1.3527,1.3527,4
EURUSD,20140206,185700,1.3528,1.3529,1.3528,1.3528,4
EURUSD,20140206,185800,1.3527,1.3529,1.3527,1.3528,4
EURUSD,20140206,185900,1.3529,1.3529,1.3527,1.3527,4
EURUSD,20140206,190000,1.3526,1.3526,1.3525,1.3526,4
EURUSD,20140206,190100,1.3525,1.3526,1.3525,1.3525,4
EURUSD,20140206,190200,1.3526,1.3526,1.3526,1.3526,4
EURUSD,20140206,190300,1.3526,1.3527,1.3526,1.3526,4
EURUSD,20140206,190400,1.3525,1.3526,1.3525,1.3525,4
EURUSD,20140206,190500,1.3525,1.3526,1.3525,1.3526,4
EURUSD,20140206,190600,1.3525,1.3525,1.3525,1.3525,4
EURUSD,20140206,190700,1.3525,1.3525,1.3525,1.3525,4
EURUSD,20140206,190800,1.3525,1.3527,1.3525,1.3526,4
EURUSD,20140206,190900,1.3526,1.3527,1.3526,1.3527,4
EURUSD,20140206,191000,1.3526,1.3526,1.3526,1.3526,4
EURUSD,20140206,191100,1.3525,1.3526,1.3525,1.3525,4
EURUSD,20140206,191200,1.3525,1.3526,1.3525,1.3526,4
EURUSD,20140206,191300,1.3526,1.3527,1.3526,1.3527,4
EURUSD,20140206,191400,1.3527,1.3527,1.3526,1.3527,4
EURUSD,20140206,191500,1.3526,1.3526,1.3526,1.3526,4
EURUSD,20140206,191600,1.3527,1.3527,1.3524,1.3524,4
