<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20140201,015500,1.3502,1.3502,1.3501,1.3501,4
EURUSD,20140201,015600,1.3500,1.3500,1.3499,1.3500,4
EURUSD,20140201,015700,1.3500,1.3500,1.3499,1.3499,4
EURUSD,20140201,015800,1.3499,1.3499,1.3499,1.3499,4
EURUSD,20140201,015900,1.3500,1.3501,1.3500,1.3501,4
EURUSD,20140201,020000,1.3502,1.3503,1.3502,1.3503,4
EURUSD,20140201,020100,1.3502,1.3502,1.3501,1.3502,4
EURUSD,20140201,020200,1.3503,1.3505,1.3503,1.3503,4
EURUSD,20140201,020300,1.3503,1.3504,1.3503,1.3503,4
EURUSD,20140201,020400,1.3503,1.3503,1.3502,1.3503,4
EURUSD,20140201,020500,1.3503,1.3505,1.3503,1.3505,4
EURUSD,20140201,020600,1.3506,1.3508,1.3506,1.3507,4
EURUSD,20140201,020700,1.3506,1.3507,1.3506,1.3507,4
EURUSD,20140201,020800,1.3506,1.3506,1.3504,1.3504,4
EURUSD,20140201,020900,1.3503,1.3505,1.3503,1.3504,4
EURUSD,20140201,021000,1.3504,1.3505,1.3503,1.3503,4
EURUSD,20140201,021100,1.3503,1.3504,1.3503,1.3503,4
EURUSD,20140201,021200,1.3502,1.3502,1.3502,1.3502,4
EURUSD,20140201,021300,1.3502,1.3502,1.3501,1.3501,4
EURUSD,20140201,021400,1.3501,1.3501,1.3500,1.3501,4
EURUSD,20140201,021500,1.3501,1.3501,1.3501,1.3501,4
EURUSD,20140201,021600,1.3502,1.3502,1.3501,1.3501,4
EURUSD,20140201,021700,1.3502,1.3502,1.3500,1.3500,4
EURUSD,20140201,021800,1.3501,1.3502,1.3501,1.3502,4
EURUSD,20140201,021900,1.3502,1.3502,1.3501,1.3502,4
EURUSD,20140201,022000,1.3503,1.3504,1.3502,1.3503,4
EURUSD,20140201,022100,1.3504,1.3504,1.3503,1.3504,4
EURUSD,20140201,022200,1.3503,1.3503,1.3503,1.3503,4
EURUSD,20140201,022300,1.3504,1.3504,1.3503,1.3504,4
EURUSD,20140201,022400,1.3503,1.3503,1.3503,1.3503,4
EURUSD,20140201,022500,1.3503,1.3506,1.3503,1.3506,4
EURUSD,20140201,022600,1.3505,1.3506,1.3505,1.3506,4
EURUSD,20140201,022700,1.3505,1.3506,1.3505,1.3506,4
EURUSD,20140201,022800,1.3506,1.3506,1.3505,1.3505,4
EURUSD,20140201,022900,1.3504,1.3504,1.3504,1.3504,4
EURUSD,20140201,023000,1.3504,1.3504,1.3504,1.3504,4
EURUSD,20140201,023100,1.3504,1.3504,1.3504,1.3504,4
EURUSD,20140201,023200,1.3504,1.3504,1.3503,1.3503,4
EURUSD,20140201,023300,1.3503,1.3503,1.3502,1.3502,4
EURUSD,20140201,023400,1.3502,1.3504,1.3502,1.3504,4
EURUSD,20140201,023500,1.3504,1.3505,1.3504,1.3504,4
EURUSD,20140201,023600,1.3503,1.3504,1.3503,1.3503,4
EURUSD,20140201,023700,1.3504,1.3504,1.3503,1.3503,4
EURUSD,20140201,023800,1.3503,1.3503,1.3503,1.3503,4
EURUSD,20140201,023900,1.3503,1.3505,1.3501,1.3505,4
EURUSD,20140201,024000,1.3505,1.3506,1.3505,1.3506,4
EURUSD,20140201,024100,1.3505,1.3505,1.3504,1.3504,4
EURUSD,20140201,024200,1.3505,1.3506,1.3505,1.3505,4
EURUSD,20140201,024300,1.3505,1.3505,1.3505,1.3505,4
EURUSD,20140201,024400,1.3504,1.3505,1.3504,1.3504,4
EURUSD,20140201,024500,1.3504,1.3504,1.3504,1.3504,4
EURUSD,20140201,024600,1.3504,1.3504,1.3504,1.3504,4
EURUSD,20140201,024700,1.3504,1.3504,1.3503,1.3503,4
EURUSD,20140201,024800,1.3502,1.3503,1.3502,1.3503,4
EURUSD,20140201,024900,1.3503,1.3503,1.3502,1.3502,4
EURUSD,20140201,025000,1.3503,1.3504,1.3503,1.3504,4
EURUSD,20140201,025100,1.3504,1.3505,1.3504,1.3504,4
EURUSD,20140201,025200,1.3504,1.3505,1.3504,1.3505,4
EURUSD,20140201,025300,1.3505,1.3505,1.3505,1.3505,4
EURUSD,20140201,025400,1.3505,1.3505,1.3505,1.3505,4
EURUSD,20140201,025500,1.3505,1.3505,1.3505,1.3505,4
EURUSD,20140201,025600,1.3505,1.3505,1.3505,1.3505,4
EURUSD,20140201,025700,1.3505,1.3505,1.3504,1.3504,4
EURUSD,20140201,025800,1.3504,1.3504,1.3503,1.3503,4
EURUSD,20140201,025900,1.3503,1.3503,1.3502,1.3503,4
EURUSD,20140201,030000,1.3502,1.3503,1.3501,1.3502,4
EURUSD,20140201,030100,1.3502,1.3503,1.3502,1.3502,4
EURUSD,20140201,030200,1.3502,1.3502,1.3500,1.3500,4
EURUSD,20140201,030300,1.3501,1.3501,1.3500,1.3500,4
EURUSD,20140201,030400,1.3501,1.3501,1.3499,1.3499,4
EURUSD,20140201,030500,1.3499,1.3500,1.3499,1.3499,4
EURUSD,20140201,030600,1.3498,1.3498,1.3497,1.3498,4
EURUSD,20140201,030700,1.3498,1.3499,1.3497,1.3499,4
EURUSD,20140201,030800,1.3498,1.3499,1.3498,1.3498,4
EURUSD,20140201,030900,1.3498,1.3498,1.3497,1.3497,4
EURUSD,20140201,031000,1.3496,1.3497,1.3496,1.3496,4
EURUSD,20140201,031100,1.3496,1.3496,1.3494,1.3494,4
EURUSD,20140201,031200,1.3494,1.3495,1.3492,1.3495,4
EURUSD,20140201,031300,1.3496,1.3496,1.3496,1.3496,4
EURUSD,20140201,031400,1.3496,1.3497,1.3496,1.3497,4
EURUSD,20140201,031500,1.3497,1.3497,1.3497,1.3497,4
EURUSD,20140201,031600,1.3497,1.3498,1.3497,1.3497,4
EURUSD,20140201,031700,1.3497,1.3497,1.3497,1.3497,4
EURUSD,20140201,031800,1.3497,1.3497,1.3497,1.3497,4
EURUSD,20140201,031900,1.3497,1.3497,1.3497,1.3497,4
EURUSD,20140201,032000,1.3497,1.3497,1.3497,1.3497,4
EURUSD,20140201,032100,1.3498,1.3498,1.3496,1.3496,4
EURUSD,20140201,032200,1.3496,1.3497,1.3495,1.3495,4
EURUSD,20140201,032300,1.3496,1.3497,1.3496,1.3497,4
EURUSD,20140201,032400,1.3497,1.3497,1.3496,1.3497,4
EURUSD,20140201,032500,1.3497,1.3497,1.3497,1.3497,4
EURUSD,20140201,032600,1.3497,1.3497,1.3497,1.3497,4
EURUSD,20140201,032700,1.3497,1.3500,1.3497,1.3500,4
EURUSD,20140201,032800,1.3499,1.3499,1.3498,1.3498,4
EURUSD,20140201,032900,1.3498,1.3498,1.3498,1.3498,4
EURUSD,20140201,033000,1.3498,1.3498,1.3498,1.3498,4
EURUSD,20140201,033100,1.3497,1.3497,1.3497,1.3497,4
EURUSD,20140201,033200,1.3497,1.3497,1.3496,1.3496,4
EURUSD,20140201,033300,1.3496,1.3497,1.3496,1.3497,4
EURUSD,20140201,033400,1.3497,1.3497,1.3496,1.3496,4
EURUSD,20140201,033500,1.3496,1.3497,1.3496,1.3497,4
EURUSD,20140201,033600,1.3497,1.3497,1.3496,1.3496,4
EURUSD,20140201,033700,1.3496,1.3496,1.3495,1.3496,4
EURUSD,20140201,033800,1.3495,1.3496,1.3495,1.3495,4
EURUSD,20140201,033900,1.3496,1.3496,1.3495,1.3496,4
EURUSD,20140201,034000,1.3496,1.3496,1.3494,1.3494,4
EURUSD,20140201,034100,1.3495,1.3495,1.3495,1.3495,4
EURUSD,20140201,034200,1.3495,1.3496,1.3495,1.3496,4
EURUSD,20140201,034300,1.3495,1.3495,1.3493,1.3493,4
EURUSD,20140201,034400,1.3494,1.3495,1.3494,1.3495,4
EURUSD,20140201,034500,1.3495,1.3495,1.3494,1.3495,4
EURUSD,20140201,034600,1.3495,1.3496,1.3494,1.3494,4
EURUSD,20140201,034700,1.3494,1.3496,1.3494,1.3496,4
EURUSD,20140201,034800,1.3496,1.3496,1.3496,1.3496,4
EURUSD,20140201,034900,1.3495,1.3495,1.3494,1.3494,4
EURUSD,20140201,035000,1.3494,1.3494,1.3494,1.3494,4
EURUSD,20140201,035100,1.3494,1.3495,1.3494,1.3495,4
EURUSD,20140201,035200,1.3494,1.3495,1.3494,1.3495,4
EURUSD,20140201,035300,1.3496,1.3496,1.3495,1.3495,4
EURUSD,20140201,035400,1.3496,1.3496,1.3495,1.3495,4
EURUSD,20140201,035500,1.3495,1.3495,1.3494,1.3494,4
EURUSD,20140201,035600,1.3495,1.3495,1.3494,1.3494,4
EURUSD,20140201,035700,1.3494,1.3494,1.3493,1.3494,4
EURUSD,20140201,035800,1.3494,1.3494,1.3493,1.3494,4
EURUSD,20140201,035900,1.3493,1.3494,1.3493,1.3493,4
EURUSD,20140201,040000,1.3492,1.3493,1.3480,1.3480,4
EURUSD,20140201,040100,1.3481,1.3488,1.3481,1.3484,4
EURUSD,20140201,040200,1.3485,1.3486,1.3485,1.3486,4
EURUSD,20140201,040300,1.3486,1.3488,1.3486,1.3488,4
EURUSD,20140201,040400,1.3488,1.3488,1.3487,1.3488,4
EURUSD,20140201,040500,1.3487,1.3488,1.3487,1.3488,4
EURUSD,20140201,040600,1.3488,1.3488,1.3485,1.3485,4
EURUSD,20140201,040700,1.3486,1.3486,1.3484,1.3484,4
EURUSD,20140201,040800,1.3485,1.3485,1.3484,1.3484,4
EURUSD,20140201,040900,1.3484,1.3484,1.3484,1.3484,4
EURUSD,20140201,041000,1.3484,1.3484,1.3483,1.3483,4
EURUSD,20140201,041100,1.3482,1.3482,1.3481,1.3481,4
EURUSD,20140201,041200,1.3482,1.3482,1.3482,1.3482,4
EURUSD,20140201,041300,1.3482,1.3482,1.3481,1.3482,4
EURUSD,20140201,041400,1.3482,1.3483,1.3481,1.3482,4
EURUSD,20140201,041500,1.3481,1.3483,1.3481,1.3483,4
EURUSD,20140201,041600,1.3482,1.3483,1.3482,1.3483,4
EURUSD,20140201,041700,1.3483,1.3483,1.3483,1.3483,4
EURUSD,20140201,041800,1.3483,1.3483,1.3482,1.3482,4
EURUSD,20140201,041900,1.3483,1.3483,1.3482,1.3483,4
EURUSD,20140201,042000,1.3483,1.3483,1.3482,1.3483,4
EURUSD,20140201,042100,1.3482,1.3483,1.3482,1.3483,4
EURUSD,20140201,042200,1.3483,1.3484,1.3483,1.3483,4
EURUSD,20140201,042300,1.3484,1.3484,1.3483,1.3483,4
EURUSD,20140201,042400,1.3483,1.3483,1.3482,1.3483,4
EURUSD,20140201,042500,1.3483,1.3483,1.3483,1.3483,4
EURUSD,20140201,042600,1.3483,1.3485,1.3483,1.3484,4
EURUSD,20140201,042700,1.3485,1.3485,1.3484,1.3485,4
EURUSD,20140201,042800,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140201,042900,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140201,043000,1.3485,1.3486,1.3485,1.3486,4
EURUSD,20140201,043100,1.3485,1.3486,1.3485,1.3485,4
EURUSD,20140201,043200,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140201,043300,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140201,043400,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140201,043500,1.3487,1.3487,1.3486,1.3486,4
EURUSD,20140201,043600,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140201,043700,1.3486,1.3487,1.3486,1.3487,4
EURUSD,20140201,043800,1.3486,1.3487,1.3486,1.3486,4
EURUSD,20140201,043900,1.3485,1.3486,1.3485,1.3485,4
EURUSD,20140201,044000,1.3485,1.3485,1.3484,1.3484,4
EURUSD,20140201,044100,1.3484,1.3485,1.3484,1.3485,4
EURUSD,20140201,044200,1.3485,1.3485,1.3484,1.3485,4
EURUSD,20140201,044300,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140201,044400,1.3485,1.3486,1.3485,1.3486,4
EURUSD,20140201,044500,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140201,044600,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140201,044700,1.3486,1.3488,1.3486,1.3488,4
EURUSD,20140201,044800,1.3488,1.3489,1.3488,1.3489,4
EURUSD,20140201,044900,1.3489,1.3489,1.3489,1.3489,4
EURUSD,20140201,045000,1.3489,1.3489,1.3489,1.3489,4
EURUSD,20140201,045100,1.3488,1.3488,1.3485,1.3486,4
EURUSD,20140201,045200,1.3485,1.3486,1.3485,1.3485,4
EURUSD,20140201,045300,1.3485,1.3485,1.3483,1.3484,4
EURUSD,20140201,045400,1.3485,1.3485,1.3484,1.3485,4
EURUSD,20140201,045500,1.3486,1.3486,1.3485,1.3485,4
EURUSD,20140201,045600,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140201,045700,1.3485,1.3486,1.3485,1.3485,4
EURUSD,20140201,045800,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140201,045900,1.3485,1.3486,1.3485,1.3486,4
EURUSD,20140203,070000,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140203,070100,1.3484,1.3485,1.3484,1.3485,4
EURUSD,20140203,070200,1.3485,1.3486,1.3484,1.3484,4
EURUSD,20140203,070300,1.3484,1.3484,1.3484,1.3484,4
EURUSD,20140203,070400,1.3485,1.3487,1.3485,1.3487,4
EURUSD,20140203,070500,1.3488,1.3489,1.3487,1.3487,4
EURUSD,20140203,070600,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,070700,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,070800,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,070900,1.3487,1.3488,1.3487,1.3487,4
EURUSD,20140203,071000,1.3488,1.3489,1.3487,1.3489,4
EURUSD,20140203,071100,1.3488,1.3489,1.3488,1.3488,4
EURUSD,20140203,071200,1.3488,1.3489,1.3488,1.3489,4
EURUSD,20140203,071300,1.3489,1.3489,1.3488,1.3488,4
EURUSD,20140203,071400,1.3488,1.3488,1.3488,1.3488,4
EURUSD,20140203,071500,1.3488,1.3488,1.3488,1.3488,4
EURUSD,20140203,071600,1.3487,1.3488,1.3487,1.3487,4
EURUSD,20140203,071700,1.3488,1.3488,1.3487,1.3487,4
EURUSD,20140203,071800,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,071900,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,072000,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,072100,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,072200,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,072300,1.3486,1.3487,1.3486,1.3487,4
EURUSD,20140203,072400,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,072500,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,072600,1.3487,1.3487,1.3486,1.3487,4
EURUSD,20140203,072700,1.3487,1.3487,1.3485,1.3485,4
EURUSD,20140203,072800,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140203,072900,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140203,073000,1.3486,1.3486,1.3485,1.3485,4
EURUSD,20140203,073100,1.3485,1.3485,1.3484,1.3484,4
EURUSD,20140203,073200,1.3483,1.3485,1.3483,1.3485,4
EURUSD,20140203,073300,1.3486,1.3487,1.3486,1.3487,4
EURUSD,20140203,073400,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,073500,1.3487,1.3487,1.3487,1.3487,4
EURUSD,20140203,073600,1.3487,1.3487,1.3486,1.3487,4
EURUSD,20140203,073700,1.3486,1.3487,1.3486,1.3486,4
EURUSD,20140203,073800,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140203,073900,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140203,074000,1.3486,1.3486,1.3485,1.3485,4
EURUSD,20140203,074100,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140203,074200,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140203,074300,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140203,074400,1.3485,1.3486,1.3485,1.3486,4
EURUSD,20140203,074500,1.3486,1.3487,1.3486,1.3487,4
EURUSD,20140203,074600,1.3486,1.3486,1.3485,1.3485,4
EURUSD,20140203,074700,1.3485,1.3485,1.3484,1.3485,4
EURUSD,20140203,074800,1.3485,1.3485,1.3484,1.3484,4
EURUSD,20140203,074900,1.3484,1.3484,1.3484,1.3484,4
EURUSD,20140203,075000,1.3484,1.3484,1.3483,1.3483,4
EURUSD,20140203,075100,1.3483,1.3483,1.3483,1.3483,4
EURUSD,20140203,075200,1.3483,1.3484,1.3483,1.3484,4
EURUSD,20140203,075300,1.3484,1.3486,1.3484,1.3486,4
EURUSD,20140203,075400,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140203,075500,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140203,075600,1.3486,1.3487,1.3486,1.3487,4
EURUSD,20140203,075700,1.3486,1.3486,1.3485,1.3485,4
EURUSD,20140203,075800,1.3485,1.3485,1.3485,1.3485,4
EURUSD,20140203,075900,1.3486,1.3486,1.3486,1.3486,4
EURUSD,20140203,080000,1.3486,1.3486,1.3485,1.3485,4
EURUSD,20140203,080100,1.3485,1.3485,1.3483,1.3483,4
EURUSD,20140203,080200,1.3483,1.3484,1.3483,1.3483,4
EURUSD,20140203,080300,1.3483,1.3483,1.3480,1.3480,4
EURUSD,20140203,080400,1.3480,1.3481,1.3480,1.3481,4
EURUSD,20140203,080500,1.3481,1.3481,1.3481,1.3481,4
EURUSD,20140203,080600,1.3482,1.3483,1.3482,1.3483,4
EURUSD,20140203,080700,1.3483,1.3485,1.3483,1.3485,4
EURUSD,20140203,080800,1.3484,1.3485,1.3484,1.3485,4
EURUSD,20140203,080900,1.3486,1.3486,1.3484,1.3484,4
EURUSD,20140203,081000,1.3484,1.3484,1.3483,1.3483,4
EURUSD,20140203,081100,1.3483,1.3484,1.3483,1.3483,4
EURUSD,20140203,081200,1.3483,1.3483,1.3483,1.3483,4
EURUSD,20140203,081300,1.3482,1.3482,1.3482,1.3482,4
EURUSD,20140203,081400,1.3482,1.3482,1.3478,1.3478,4
EURUSD,20140203,081500,1.3479,1.3481,1.3479,1.3481,4
EURUSD,20140203,081600,1.3481,1.3481,1.3481,1.3481,4
EURUSD,20140203,081700,1.3481,1.3482,1.3481,1.3482,4
EURUSD,20140203,081800,1.3482,1.3482,1.3481,1.3481,4
EURUSD,20140203,081900,1.3482,1.3483,1.3482,1.3483,4
EURUSD,20140203,082000,1.3482,1.3482,1.3480,1.3480,4
EURUSD,20140203,082100,1.3480,1.3481,1.3480,1.3481,4
EURUSD,20140203,082200,1.3480,1.3481,1.3480,1.3481,4
EURUSD,20140203,082300,1.3481,1.3483,1.3481,1.3483,4
EURUSD,20140203,082400,1.3483,1.3484,1.3482,1.3484,4
EURUSD,20140203,082500,1.3484,1.3484,1.3484,1.3484,4
EURUSD,20140203,082600,1.3484,1.3484,1.3484,1.3484,4
EURUSD,20140203,082700,1.3484,1.3485,1.3484,1.3484,4
EURUSD,20140203,082800,1.3484,1.3484,1.3483,1.3483,4
EURUSD,20140203,082900,1.3484,1.3484,1.3484,1.3484,4
EURUSD,20140203,083000,1.3484,1.3485,1.3483,1.3485,4
EURUSD,20140203,083100,1.3486,1.3486,1.3482,1.3483,4
EURUSD,20140203,083200,1.3484,1.3485,1.3483,1.3484,4
EURUSD,20140203,083300,1.3484,1.3487,1.3484,1.3485,4
EURUSD,20140203,083400,1.3485,1.3485,1.3484,1.3484,4
EURUSD,20140203,083500,1.3485,1.3485,1.3483,1.3484,4
