<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20140306,000300,1.3735,1.3737,1.3735,1.3736,4
EURUSD,20140306,000400,1.3735,1.3735,1.3733,1.3734,4
EURUSD,20140306,000500,1.3734,1.3735,1.3734,1.3735,4
EURUSD,20140306,000600,1.3734,1.3735,1.3734,1.3735,4
EURUSD,20140306,000700,1.3735,1.3735,1.3735,1.3735,4
EURUSD,20140306,000800,1.3735,1.3736,1.3735,1.3735,4
EURUSD,20140306,000900,1.3735,1.3735,1.3735,1.3735,4
EURUSD,20140306,001000,1.3735,1.3735,1.3735,1.3735,4
EURUSD,20140306,001100,1.3735,1.3735,1.3734,1.3735,4
EURUSD,20140306,001200,1.3735,1.3735,1.3734,1.3735,4
EURUSD,20140306,001300,1.3735,1.3735,1.3735,1.3735,4
EURUSD,20140306,001400,1.3735,1.3736,1.3735,1.3736,4
EURUSD,20140306,001500,1.3737,1.3737,1.3737,1.3737,4
EURUSD,20140306,001600,1.3737,1.3737,1.3735,1.3735,4
EURUSD,20140306,001700,1.3736,1.3736,1.3735,1.3735,4
EURUSD,20140306,001800,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,001900,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,002000,1.3732,1.3733,1.3731,1.3731,4
EURUSD,20140306,002100,1.3731,1.3731,1.3730,1.3730,4
EURUSD,20140306,002200,1.3731,1.3732,1.3731,1.3732,4
EURUSD,20140306,002300,1.3731,1.3731,1.3730,1.3731,4
EURUSD,20140306,002400,1.3730,1.3731,1.3730,1.3731,4
EURUSD,20140306,002500,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,002600,1.3734,1.3735,1.3734,1.3735,4
EURUSD,20140306,002700,1.3735,1.3735,1.3735,1.3735,4
EURUSD,20140306,002800,1.3735,1.3736,1.3735,1.3735,4
EURUSD,20140306,002900,1.3736,1.3736,1.3735,1.3735,4
EURUSD,20140306,003000,1.3735,1.3736,1.3735,1.3735,4
EURUSD,20140306,003100,1.3734,1.3735,1.3732,1.3732,4
EURUSD,20140306,003200,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,003300,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,003400,1.3731,1.3732,1.3731,1.3732,4
EURUSD,20140306,003500,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,003600,1.3732,1.3733,1.3731,1.3733,4
EURUSD,20140306,003700,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,003800,1.3732,1.3732,1.3731,1.3732,4
EURUSD,20140306,003900,1.3731,1.3732,1.3730,1.3731,4
EURUSD,20140306,004000,1.3730,1.3731,1.3730,1.3730,4
EURUSD,20140306,004100,1.3731,1.3731,1.3730,1.3731,4
EURUSD,20140306,004200,1.3730,1.3731,1.3730,1.3731,4
EURUSD,20140306,004300,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,004400,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,004500,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,004600,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,004700,1.3731,1.3731,1.3730,1.3730,4
EURUSD,20140306,004800,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,004900,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,005000,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,005100,1.3730,1.3730,1.3729,1.3730,4
EURUSD,20140306,005200,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,005300,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,005400,1.3730,1.3731,1.3730,1.3730,4
EURUSD,20140306,005500,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,005600,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,005700,1.3731,1.3731,1.3730,1.3731,4
EURUSD,20140306,005800,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,005900,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,010000,1.3731,1.3732,1.3731,1.3732,4
EURUSD,20140306,010100,1.3732,1.3732,1.3731,1.3731,4
EURUSD,20140306,010200,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,010300,1.3732,1.3732,1.3731,1.3731,4
EURUSD,20140306,010400,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,010500,1.3731,1.3731,1.3730,1.3730,4
EURUSD,20140306,010600,1.3730,1.3731,1.3730,1.3731,4
EURUSD,20140306,010700,1.3731,1.3732,1.3730,1.3731,4
EURUSD,20140306,010800,1.3730,1.3730,1.3729,1.3729,4
EURUSD,20140306,010900,1.3728,1.3728,1.3726,1.3728,4
EURUSD,20140306,011000,1.3727,1.3729,1.3727,1.3729,4
EURUSD,20140306,011100,1.3729,1.3729,1.3727,1.3727,4
EURUSD,20140306,011200,1.3727,1.3728,1.3727,1.3727,4
EURUSD,20140306,011300,1.3727,1.3727,1.3727,1.3727,4
EURUSD,20140306,011400,1.3727,1.3728,1.3727,1.3728,4
EURUSD,20140306,011500,1.3729,1.3729,1.3728,1.3729,4
EURUSD,20140306,011600,1.3729,1.3730,1.3729,1.3729,4
EURUSD,20140306,011700,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,011800,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,011900,1.3730,1.3730,1.3729,1.3729,4
EURUSD,20140306,012000,1.3729,1.3729,1.3728,1.3729,4
EURUSD,20140306,012100,1.3728,1.3729,1.3728,1.3729,4
EURUSD,20140306,012200,1.3730,1.3730,1.3729,1.3729,4
EURUSD,20140306,012300,1.3729,1.3730,1.3729,1.3730,4
EURUSD,20140306,012400,1.3730,1.3730,1.3728,1.3729,4
EURUSD,20140306,012500,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,012600,1.3729,1.3730,1.3729,1.3730,4
EURUSD,20140306,012700,1.3731,1.3732,1.3731,1.3732,4
EURUSD,20140306,012800,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,012900,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,013000,1.3732,1.3732,1.3731,1.3731,4
EURUSD,20140306,013100,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,013200,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,013300,1.3731,1.3731,1.3730,1.3730,4
EURUSD,20140306,013400,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,013500,1.3731,1.3731,1.3730,1.3731,4
EURUSD,20140306,013600,1.3731,1.3731,1.3730,1.3731,4
EURUSD,20140306,013700,1.3731,1.3732,1.3731,1.3731,4
EURUSD,20140306,013800,1.3731,1.3733,1.3731,1.3733,4
EURUSD,20140306,013900,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,014000,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,014100,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,014200,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,014300,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,014400,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,014500,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,014600,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,014700,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,014800,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,014900,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,015000,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,015100,1.3732,1.3733,1.3732,1.3732,4
EURUSD,20140306,015200,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,015300,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,015400,1.3733,1.3733,1.3732,1.3733,4
EURUSD,20140306,015500,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,015600,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,015700,1.3733,1.3733,1.3732,1.3733,4
EURUSD,20140306,015800,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,015900,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,020000,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,020100,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,020200,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,020300,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,020400,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,020500,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,020600,1.3733,1.3734,1.3732,1.3734,4
EURUSD,20140306,020700,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,020800,1.3734,1.3735,1.3734,1.3735,4
EURUSD,20140306,020900,1.3735,1.3735,1.3735,1.3735,4
EURUSD,20140306,021000,1.3735,1.3735,1.3735,1.3735,4
EURUSD,20140306,021100,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,021200,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,021300,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,021400,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,021500,1.3736,1.3737,1.3736,1.3736,4
EURUSD,20140306,021600,1.3735,1.3736,1.3735,1.3736,4
EURUSD,20140306,021700,1.3735,1.3736,1.3734,1.3736,4
EURUSD,20140306,021800,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,021900,1.3736,1.3736,1.3735,1.3735,4
EURUSD,20140306,022000,1.3735,1.3735,1.3734,1.3734,4
EURUSD,20140306,022100,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,022200,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,022300,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,022400,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,022500,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,022600,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,022700,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,022800,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,022900,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,023000,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,023100,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,023200,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,023300,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,023400,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,023500,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,023600,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,023700,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,023800,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,023900,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,024000,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,024100,1.3732,1.3733,1.3732,1.3732,4
EURUSD,20140306,024200,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,024300,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,024400,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,024500,1.3733,1.3733,1.3732,1.3733,4
EURUSD,20140306,024600,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,024700,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,024800,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,024900,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,025000,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,025100,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,025200,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,025300,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,025400,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,025500,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,025600,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,025700,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,025800,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,025900,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,030000,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,030100,1.3734,1.3734,1.3733,1.3734,4
EURUSD,20140306,030200,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,030300,1.3734,1.3735,1.3734,1.3734,4
EURUSD,20140306,030400,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,030500,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,030600,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,030700,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,030800,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,030900,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,031000,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,031100,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,031200,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,031300,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,031400,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,031500,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,031600,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,031700,1.3735,1.3736,1.3735,1.3736,4
EURUSD,20140306,031800,1.3735,1.3737,1.3735,1.3736,4
EURUSD,20140306,031900,1.3736,1.3737,1.3736,1.3737,4
EURUSD,20140306,032000,1.3736,1.3736,1.3735,1.3735,4
EURUSD,20140306,032100,1.3735,1.3736,1.3735,1.3736,4
EURUSD,20140306,032200,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,032300,1.3736,1.3736,1.3735,1.3736,4
EURUSD,20140306,032400,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,032500,1.3736,1.3736,1.3735,1.3735,4
EURUSD,20140306,032600,1.3735,1.3735,1.3734,1.3734,4
EURUSD,20140306,032700,1.3734,1.3735,1.3734,1.3734,4
EURUSD,20140306,032800,1.3734,1.3736,1.3734,1.3736,4
EURUSD,20140306,032900,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,033000,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,033100,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,033200,1.3736,1.3737,1.3736,1.3737,4
EURUSD,20140306,033300,1.3737,1.3737,1.3737,1.3737,4
EURUSD,20140306,033400,1.3737,1.3737,1.3737,1.3737,4
EURUSD,20140306,033500,1.3737,1.3737,1.3737,1.3737,4
EURUSD,20140306,033600,1.3737,1.3737,1.3736,1.3736,4
EURUSD,20140306,033700,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,033800,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,033900,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,034000,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,034100,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,034200,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,034300,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,034400,1.3737,1.3737,1.3737,1.3737,4
EURUSD,20140306,034500,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,034600,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,034700,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,034800,1.3736,1.3737,1.3736,1.3737,4
EURUSD,20140306,034900,1.3737,1.3737,1.3737,1.3737,4
EURUSD,20140306,035000,1.3737,1.3737,1.3737,1.3737,4
EURUSD,20140306,035100,1.3737,1.3737,1.3737,1.3737,4
EURUSD,20140306,035200,1.3737,1.3737,1.3736,1.3737,4
EURUSD,20140306,035300,1.3736,1.3736,1.3736,1.3736,4
EURUSD,20140306,035400,1.3736,1.3736,1.3735,1.3735,4
EURUSD,20140306,035500,1.3735,1.3735,1.3735,1.3735,4
EURUSD,20140306,035600,1.3734,1.3734,1.3733,1.3733,4
EURUSD,20140306,035700,1.3732,1.3733,1.3731,1.3731,4
EURUSD,20140306,035800,1.3731,1.3732,1.3731,1.3731,4
EURUSD,20140306,035900,1.3731,1.3732,1.3731,1.3731,4
EURUSD,20140306,040000,1.3731,1.3731,1.3728,1.3728,4
EURUSD,20140306,040100,1.3729,1.3731,1.3729,1.3731,4
EURUSD,20140306,040200,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,040300,1.3731,1.3731,1.3730,1.3730,4
EURUSD,20140306,040400,1.3731,1.3731,1.3729,1.3729,4
EURUSD,20140306,040500,1.3730,1.3730,1.3728,1.3728,4
EURUSD,20140306,040600,1.3728,1.3728,1.3727,1.3728,4
EURUSD,20140306,040700,1.3728,1.3728,1.3728,1.3728,4
EURUSD,20140306,040800,1.3728,1.3729,1.3728,1.3729,4
EURUSD,20140306,040900,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,041000,1.3729,1.3729,1.3728,1.3729,4
EURUSD,20140306,041100,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,041200,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,041300,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,041400,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,041500,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,041600,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,041700,1.3729,1.3729,1.3728,1.3728,4
EURUSD,20140306,041800,1.3728,1.3729,1.3728,1.3729,4
EURUSD,20140306,041900,1.3728,1.3729,1.3728,1.3729,4
EURUSD,20140306,042000,1.3728,1.3729,1.3728,1.3729,4
EURUSD,20140306,042100,1.3729,1.3730,1.3729,1.3730,4
EURUSD,20140306,042200,1.3729,1.3729,1.3728,1.3729,4
EURUSD,20140306,042300,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,042400,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,042500,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,042600,1.3730,1.3730,1.3729,1.3729,4
EURUSD,20140306,042700,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,042800,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,042900,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,043000,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,043100,1.3730,1.3730,1.3729,1.3730,4
EURUSD,20140306,043200,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,043300,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,043400,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,043500,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,043600,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,043700,1.3730,1.3731,1.3730,1.3731,4
EURUSD,20140306,043800,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,043900,1.3729,1.3730,1.3729,1.3730,4
EURUSD,20140306,044000,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,044100,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,044200,1.3730,1.3730,1.3728,1.3728,4
EURUSD,20140306,044300,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,044400,1.3729,1.3729,1.3727,1.3727,4
EURUSD,20140306,044500,1.3728,1.3728,1.3727,1.3728,4
EURUSD,20140306,044600,1.3729,1.3729,1.3728,1.3728,4
EURUSD,20140306,044700,1.3728,1.3728,1.3727,1.3727,4
EURUSD,20140306,044800,1.3727,1.3727,1.3725,1.3726,4
EURUSD,20140306,044900,1.3726,1.3726,1.3726,1.3726,4
EURUSD,20140306,045000,1.3725,1.3727,1.3725,1.3727,4
EURUSD,20140306,045100,1.3727,1.3727,1.3727,1.3727,4
EURUSD,20140306,045200,1.3727,1.3727,1.3726,1.3726,4
EURUSD,20140306,045300,1.3726,1.3726,1.3726,1.3726,4
EURUSD,20140306,045400,1.3725,1.3725,1.3725,1.3725,4
EURUSD,20140306,045500,1.3725,1.3727,1.3725,1.3727,4
EURUSD,20140306,045600,1.3727,1.3727,1.3726,1.3727,4
EURUSD,20140306,045700,1.3727,1.3727,1.3727,1.3727,4
EURUSD,20140306,045800,1.3727,1.3727,1.3726,1.3726,4
EURUSD,20140306,045900,1.3726,1.3726,1.3726,1.3726,4
EURUSD,20140306,050000,1.3726,1.3728,1.3726,1.3728,4
EURUSD,20140306,050100,1.3729,1.3729,1.3729,1.3729,4
EURUSD,20140306,050200,1.3728,1.3728,1.3727,1.3728,4
EURUSD,20140306,050300,1.3727,1.3729,1.3727,1.3729,4
EURUSD,20140306,050400,1.3729,1.3730,1.3729,1.3730,4
EURUSD,20140306,050500,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,050600,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,050700,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,050800,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,050900,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,051000,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,051100,1.3731,1.3731,1.3730,1.3730,4
EURUSD,20140306,051200,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,051300,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,051400,1.3730,1.3730,1.3730,1.3730,4
EURUSD,20140306,051500,1.3730,1.3731,1.3730,1.3731,4
EURUSD,20140306,051600,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,051700,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,051800,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,051900,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052000,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052100,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052200,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052300,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052400,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052500,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052600,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052700,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,052800,1.3732,1.3733,1.3731,1.3733,4
EURUSD,20140306,052900,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,053000,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,053100,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,053200,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,053300,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,053400,1.3732,1.3732,1.3731,1.3731,4
EURUSD,20140306,053500,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,053600,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,053700,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,053800,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,053900,1.3731,1.3731,1.3731,1.3731,4
EURUSD,20140306,054000,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,054100,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,054200,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,054300,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,054400,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,054500,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,054600,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,054700,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,054800,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,054900,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,055000,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,055100,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,055200,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,055300,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,055400,1.3733,1.3734,1.3733,1.3733,4
EURUSD,20140306,055500,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,055600,1.3732,1.3733,1.3731,1.3732,4
EURUSD,20140306,055700,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,055800,1.3732,1.3732,1.3732,1.3732,4
EURUSD,20140306,055900,1.3732,1.3732,1.3731,1.3732,4
EURUSD,20140306,060000,1.3731,1.3732,1.3731,1.3731,4
EURUSD,20140306,060100,1.3731,1.3732,1.3731,1.3732,4
EURUSD,20140306,060200,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,060300,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,060400,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,060500,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,060600,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,060700,1.3733,1.3734,1.3732,1.3733,4
EURUSD,20140306,060800,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,060900,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,061000,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,061100,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,061200,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,061300,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,061400,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,061500,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,061600,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,061700,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,061800,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,061900,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,062000,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,062100,1.3734,1.3735,1.3734,1.3734,4
EURUSD,20140306,062200,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,062300,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,062400,1.3735,1.3735,1.3733,1.3733,4
EURUSD,20140306,062500,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,062600,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,062700,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,062800,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,062900,1.3733,1.3734,1.3733,1.3733,4
EURUSD,20140306,063000,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,063100,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,063200,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,063300,1.3733,1.3733,1.3732,1.3732,4
EURUSD,20140306,063400,1.3732,1.3733,1.3732,1.3733,4
EURUSD,20140306,063500,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,063600,1.3733,1.3733,1.3732,1.3733,4
EURUSD,20140306,063700,1.3733,1.3733,1.3733,1.3733,4
EURUSD,20140306,063800,1.3733,1.3734,1.3733,1.3734,4
EURUSD,20140306,063900,1.3734,1.3734,1.3734,1.3734,4
EURUSD,20140306,064000,1.3734,1.3734,1.3734,1.3734,4
