<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20140101,003200,1.3767,1.3767,1.3766,1.3767,4
EURUSD,20140101,003300,1.3767,1.3768,1.3767,1.3768,4
EURUSD,20140101,003400,1.3768,1.3773,1.3768,1.3773,4
EURUSD,20140101,003500,1.3772,1.3774,1.3771,1.3774,4
EURUSD,20140101,003600,1.3773,1.3774,1.3772,1.3774,4
EURUSD,20140101,003700,1.3775,1.3775,1.3773,1.3774,4
EURUSD,20140101,003800,1.3774,1.3778,1.3774,1.3777,4
EURUSD,20140101,003900,1.3776,1.3777,1.3775,1.3775,4
EURUSD,20140101,004000,1.3776,1.3776,1.3775,1.3776,4
EURUSD,20140101,004100,1.3776,1.3777,1.3776,1.3777,4
EURUSD,20140101,004200,1.3777,1.3777,1.3776,1.3776,4
EURUSD,20140101,004300,1.3777,1.3777,1.3777,1.3777,4
EURUSD,20140101,004400,1.3777,1.3777,1.3777,1.3777,4
EURUSD,20140101,004500,1.3777,1.3777,1.3776,1.3776,4
EURUSD,20140101,004600,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,004700,1.3775,1.3775,1.3774,1.3775,4
EURUSD,20140101,004800,1.3775,1.3776,1.3775,1.3775,4
EURUSD,20140101,004900,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,005000,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,005100,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,005200,1.3776,1.3776,1.3774,1.3774,4
EURUSD,20140101,005300,1.3774,1.3774,1.3773,1.3773,4
EURUSD,20140101,005400,1.3773,1.3773,1.3773,1.3773,4
EURUSD,20140101,005500,1.3773,1.3773,1.3773,1.3773,4
EURUSD,20140101,005600,1.3773,1.3773,1.3773,1.3773,4
EURUSD,20140101,005700,1.3773,1.3773,1.3770,1.3770,4
EURUSD,20140101,005800,1.3770,1.3772,1.3770,1.3772,4
EURUSD,20140101,005900,1.3773,1.3773,1.3773,1.3773,4
EURUSD,20140101,010000,1.3773,1.3776,1.3773,1.3776,4
EURUSD,20140101,010100,1.3776,1.3776,1.3775,1.3775,4
EURUSD,20140101,010200,1.3775,1.3775,1.3774,1.3774,4
EURUSD,20140101,010300,1.3774,1.3774,1.3774,1.3774,4
EURUSD,20140101,010400,1.3774,1.3774,1.3773,1.3774,4
EURUSD,20140101,010500,1.3774,1.3774,1.3772,1.3772,4
EURUSD,20140101,010600,1.3772,1.3772,1.3770,1.3770,4
EURUSD,20140101,010700,1.3769,1.3770,1.3769,1.3770,4
EURUSD,20140101,010800,1.3769,1.3770,1.3769,1.3770,4
EURUSD,20140101,010900,1.3770,1.3770,1.3770,1.3770,4
EURUSD,20140101,011000,1.3769,1.3770,1.3769,1.3770,4
EURUSD,20140101,011100,1.3769,1.3770,1.3769,1.3769,4
EURUSD,20140101,011200,1.3769,1.3769,1.3768,1.3768,4
EURUSD,20140101,011300,1.3769,1.3769,1.3769,1.3769,4
EURUSD,20140101,011400,1.3769,1.3769,1.3769,1.3769,4
EURUSD,20140101,011500,1.3769,1.3769,1.3769,1.3769,4
EURUSD,20140101,011600,1.3769,1.3769,1.3768,1.3768,4
EURUSD,20140101,011700,1.3768,1.3768,1.3767,1.3768,4
EURUSD,20140101,011800,1.3768,1.3768,1.3766,1.3767,4
EURUSD,20140101,011900,1.3766,1.3767,1.3766,1.3767,4
EURUSD,20140101,012000,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,012100,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,012200,1.3767,1.3767,1.3765,1.3765,4
EURUSD,20140101,012300,1.3765,1.3767,1.3765,1.3766,4
EURUSD,20140101,012400,1.3766,1.3767,1.3766,1.3767,4
EURUSD,20140101,012500,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,012600,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,012700,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,012800,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,012900,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,013000,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,013100,1.3767,1.3767,1.3766,1.3767,4
EURUSD,20140101,013200,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140101,013300,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140101,013400,1.3766,1.3766,1.3765,1.3766,4
EURUSD,20140101,013500,1.3765,1.3766,1.3765,1.3766,4
EURUSD,20140101,013600,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140101,013700,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140101,013800,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140101,013900,1.3765,1.3766,1.3765,1.3765,4
EURUSD,20140101,014000,1.3765,1.3766,1.3765,1.3766,4
EURUSD,20140101,014100,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140101,014200,1.3766,1.3766,1.3765,1.3765,4
EURUSD,20140101,014300,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140101,014400,1.3764,1.3765,1.3764,1.3764,4
EURUSD,20140101,014500,1.3764,1.3765,1.3764,1.3765,4
EURUSD,20140101,014600,1.3765,1.3766,1.3765,1.3766,4
EURUSD,20140101,014700,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140101,014800,1.3766,1.3767,1.3766,1.3767,4
EURUSD,20140101,014900,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140101,015000,1.3768,1.3769,1.3767,1.3769,4
EURUSD,20140101,015100,1.3769,1.3769,1.3768,1.3769,4
EURUSD,20140101,015200,1.3769,1.3769,1.3769,1.3769,4
EURUSD,20140101,015300,1.3770,1.3770,1.3769,1.3770,4
EURUSD,20140101,015400,1.3771,1.3772,1.3771,1.3772,4
EURUSD,20140101,015500,1.3772,1.3773,1.3772,1.3773,4
EURUSD,20140101,015600,1.3773,1.3773,1.3773,1.3773,4
EURUSD,20140101,015700,1.3773,1.3773,1.3773,1.3773,4
EURUSD,20140101,015800,1.3774,1.3777,1.3774,1.3777,4
EURUSD,20140101,015900,1.3778,1.3779,1.3778,1.3778,4
EURUSD,20140101,020000,1.3778,1.3788,1.3778,1.3788,4
EURUSD,20140101,020100,1.3786,1.3786,1.3777,1.3778,4
EURUSD,20140101,020200,1.3779,1.3779,1.3777,1.3777,4
EURUSD,20140101,020300,1.3776,1.3777,1.3775,1.3775,4
EURUSD,20140101,020400,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,020500,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,020600,1.3776,1.3776,1.3774,1.3774,4
EURUSD,20140101,020700,1.3775,1.3775,1.3775,1.3775,4
EURUSD,20140101,020800,1.3775,1.3776,1.3775,1.3776,4
EURUSD,20140101,020900,1.3777,1.3778,1.3777,1.3778,4
EURUSD,20140101,021000,1.3778,1.3778,1.3777,1.3777,4
EURUSD,20140101,021100,1.3777,1.3777,1.3775,1.3775,4
EURUSD,20140101,021200,1.3774,1.3775,1.3774,1.3775,4
EURUSD,20140101,021300,1.3775,1.3778,1.3775,1.3778,4
EURUSD,20140101,021400,1.3779,1.3781,1.3779,1.3781,4
EURUSD,20140101,021500,1.3780,1.3781,1.3780,1.3781,4
EURUSD,20140101,021600,1.3781,1.3782,1.3781,1.3782,4
EURUSD,20140101,021700,1.3781,1.3781,1.3779,1.3779,4
EURUSD,20140101,021800,1.3779,1.3779,1.3779,1.3779,4
EURUSD,20140101,021900,1.3779,1.3779,1.3778,1.3779,4
EURUSD,20140101,022000,1.3779,1.3780,1.3779,1.3780,4
EURUSD,20140101,022100,1.3780,1.3780,1.3780,1.3780,4
EURUSD,20140101,022200,1.3780,1.3781,1.3780,1.3781,4
EURUSD,20140101,022300,1.3781,1.3781,1.3780,1.3781,4
EURUSD,20140101,022400,1.3781,1.3781,1.3780,1.3780,4
EURUSD,20140101,022500,1.3780,1.3780,1.3780,1.3780,4
EURUSD,20140101,022600,1.3780,1.3781,1.3780,1.3781,4
EURUSD,20140101,022700,1.3781,1.3781,1.3780,1.3781,4
EURUSD,20140101,022800,1.3781,1.3781,1.3780,1.3781,4
EURUSD,20140101,022900,1.3780,1.3781,1.3780,1.3781,4
EURUSD,20140101,023000,1.3781,1.3781,1.3781,1.3781,4
EURUSD,20140101,023100,1.3781,1.3781,1.3780,1.3780,4
EURUSD,20140101,023200,1.3781,1.3781,1.3781,1.3781,4
EURUSD,20140101,023300,1.3781,1.3781,1.3780,1.3780,4
EURUSD,20140101,023400,1.3780,1.3781,1.3780,1.3781,4
EURUSD,20140101,023500,1.3781,1.3781,1.3779,1.3779,4
EURUSD,20140101,023600,1.3779,1.3779,1.3779,1.3779,4
EURUSD,20140101,023700,1.3779,1.3779,1.3778,1.3778,4
EURUSD,20140101,023800,1.3777,1.3778,1.3777,1.3777,4
EURUSD,20140101,023900,1.3777,1.3778,1.3777,1.3778,4
EURUSD,20140101,024000,1.3778,1.3778,1.3777,1.3778,4
EURUSD,20140101,024100,1.3778,1.3778,1.3778,1.3778,4
EURUSD,20140101,024200,1.3777,1.3777,1.3776,1.3776,4
EURUSD,20140101,024300,1.3776,1.3777,1.3776,1.3777,4
EURUSD,20140101,024400,1.3777,1.3777,1.3777,1.3777,4
EURUSD,20140101,024500,1.3777,1.3777,1.3777,1.3777,4
EURUSD,20140101,024600,1.3777,1.3777,1.3777,1.3777,4
EURUSD,20140101,024700,1.3777,1.3777,1.3776,1.3776,4
EURUSD,20140101,024800,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,024900,1.3776,1.3776,1.3775,1.3776,4
EURUSD,20140101,025000,1.3776,1.3776,1.3775,1.3775,4
EURUSD,20140101,025100,1.3775,1.3776,1.3775,1.3776,4
EURUSD,20140101,025200,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,025300,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,025400,1.3776,1.3776,1.3775,1.3775,4
EURUSD,20140101,025500,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,025600,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,025700,1.3776,1.3776,1.3775,1.3776,4
EURUSD,20140101,025800,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140101,025900,1.3776,1.3776,1.3775,1.3775,4
EURUSD,20140101,030100,1.3776,1.3776,1.3776,1.3776,4
EURUSD,20140102,070100,1.3764,1.3764,1.3761,1.3764,4
EURUSD,20140102,070200,1.3764,1.3764,1.3763,1.3764,4
EURUSD,20140102,070300,1.3763,1.3763,1.3760,1.3761,4
EURUSD,20140102,070400,1.3761,1.3762,1.3761,1.3762,4
EURUSD,20140102,070500,1.3761,1.3762,1.3761,1.3762,4
EURUSD,20140102,070600,1.3761,1.3762,1.3761,1.3762,4
EURUSD,20140102,070700,1.3762,1.3764,1.3762,1.3764,4
EURUSD,20140102,070800,1.3763,1.3766,1.3763,1.3766,4
EURUSD,20140102,070900,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140102,071000,1.3767,1.3768,1.3767,1.3768,4
EURUSD,20140102,071100,1.3767,1.3767,1.3765,1.3765,4
EURUSD,20140102,071200,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,071300,1.3765,1.3766,1.3765,1.3765,4
EURUSD,20140102,071400,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,071500,1.3766,1.3766,1.3766,1.3766,4
EURUSD,20140102,071600,1.3767,1.3768,1.3767,1.3768,4
EURUSD,20140102,071700,1.3770,1.3770,1.3769,1.3769,4
EURUSD,20140102,071800,1.3769,1.3770,1.3768,1.3770,4
EURUSD,20140102,071900,1.3771,1.3771,1.3770,1.3770,4
EURUSD,20140102,072000,1.3770,1.3771,1.3769,1.3769,4
EURUSD,20140102,072100,1.3769,1.3769,1.3769,1.3769,4
EURUSD,20140102,072200,1.3769,1.3770,1.3767,1.3767,4
EURUSD,20140102,072300,1.3768,1.3768,1.3768,1.3768,4
EURUSD,20140102,072400,1.3767,1.3769,1.3766,1.3767,4
EURUSD,20140102,072500,1.3766,1.3766,1.3765,1.3765,4
EURUSD,20140102,072600,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,072700,1.3765,1.3765,1.3764,1.3764,4
EURUSD,20140102,072800,1.3764,1.3765,1.3764,1.3764,4
EURUSD,20140102,072900,1.3764,1.3767,1.3764,1.3764,4
EURUSD,20140102,073000,1.3764,1.3764,1.3764,1.3764,4
EURUSD,20140102,073100,1.3764,1.3764,1.3764,1.3764,4
EURUSD,20140102,073200,1.3763,1.3764,1.3763,1.3764,4
EURUSD,20140102,073300,1.3764,1.3764,1.3763,1.3763,4
EURUSD,20140102,073400,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,073500,1.3763,1.3765,1.3763,1.3765,4
EURUSD,20140102,073600,1.3765,1.3770,1.3765,1.3769,4
EURUSD,20140102,073700,1.3768,1.3768,1.3766,1.3766,4
EURUSD,20140102,073800,1.3766,1.3769,1.3766,1.3769,4
EURUSD,20140102,073900,1.3768,1.3768,1.3764,1.3766,4
EURUSD,20140102,074000,1.3766,1.3767,1.3766,1.3767,4
EURUSD,20140102,074100,1.3767,1.3768,1.3766,1.3766,4
EURUSD,20140102,074200,1.3765,1.3765,1.3764,1.3764,4
EURUSD,20140102,074300,1.3764,1.3766,1.3764,1.3766,4
EURUSD,20140102,074400,1.3765,1.3765,1.3764,1.3764,4
EURUSD,20140102,074500,1.3765,1.3765,1.3763,1.3764,4
EURUSD,20140102,074600,1.3763,1.3764,1.3762,1.3764,4
EURUSD,20140102,074700,1.3765,1.3765,1.3763,1.3763,4
EURUSD,20140102,074800,1.3764,1.3764,1.3763,1.3763,4
EURUSD,20140102,074900,1.3763,1.3763,1.3762,1.3763,4
EURUSD,20140102,075000,1.3763,1.3763,1.3762,1.3762,4
EURUSD,20140102,075100,1.3762,1.3763,1.3762,1.3762,4
EURUSD,20140102,075200,1.3763,1.3763,1.3762,1.3762,4
EURUSD,20140102,075300,1.3763,1.3763,1.3762,1.3762,4
EURUSD,20140102,075400,1.3761,1.3762,1.3761,1.3762,4
EURUSD,20140102,075500,1.3762,1.3762,1.3762,1.3762,4
EURUSD,20140102,075600,1.3762,1.3762,1.3762,1.3762,4
EURUSD,20140102,075700,1.3762,1.3764,1.3762,1.3763,4
EURUSD,20140102,075800,1.3763,1.3767,1.3763,1.3764,4
EURUSD,20140102,075900,1.3765,1.3766,1.3763,1.3764,4
EURUSD,20140102,080000,1.3763,1.3767,1.3763,1.3764,4
EURUSD,20140102,080100,1.3763,1.3764,1.3763,1.3763,4
EURUSD,20140102,080200,1.3763,1.3764,1.3763,1.3764,4
EURUSD,20140102,080300,1.3765,1.3767,1.3765,1.3767,4
EURUSD,20140102,080400,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140102,080500,1.3767,1.3767,1.3767,1.3767,4
EURUSD,20140102,080600,1.3767,1.3767,1.3766,1.3766,4
EURUSD,20140102,080700,1.3765,1.3765,1.3761,1.3764,4
EURUSD,20140102,080800,1.3764,1.3764,1.3764,1.3764,4
EURUSD,20140102,080900,1.3764,1.3764,1.3764,1.3764,4
EURUSD,20140102,081000,1.3764,1.3765,1.3764,1.3765,4
EURUSD,20140102,081100,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,081200,1.3765,1.3765,1.3764,1.3765,4
EURUSD,20140102,081300,1.3765,1.3765,1.3764,1.3765,4
EURUSD,20140102,081400,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,081500,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,081600,1.3764,1.3764,1.3761,1.3762,4
EURUSD,20140102,081700,1.3763,1.3763,1.3761,1.3763,4
EURUSD,20140102,081800,1.3762,1.3762,1.3762,1.3762,4
EURUSD,20140102,081900,1.3762,1.3762,1.3761,1.3761,4
EURUSD,20140102,082000,1.3761,1.3761,1.3761,1.3761,4
EURUSD,20140102,082100,1.3761,1.3761,1.3760,1.3761,4
EURUSD,20140102,082200,1.3760,1.3764,1.3760,1.3764,4
EURUSD,20140102,082300,1.3763,1.3763,1.3761,1.3761,4
EURUSD,20140102,082400,1.3761,1.3761,1.3761,1.3761,4
EURUSD,20140102,082500,1.3761,1.3762,1.3761,1.3762,4
EURUSD,20140102,082600,1.3762,1.3762,1.3762,1.3762,4
EURUSD,20140102,082700,1.3762,1.3762,1.3762,1.3762,4
EURUSD,20140102,082800,1.3762,1.3762,1.3761,1.3761,4
EURUSD,20140102,082900,1.3761,1.3761,1.3760,1.3760,4
EURUSD,20140102,083000,1.3760,1.3760,1.3760,1.3760,4
EURUSD,20140102,083100,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,083200,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,083300,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,083400,1.3758,1.3758,1.3758,1.3758,4
EURUSD,20140102,083500,1.3757,1.3758,1.3757,1.3758,4
EURUSD,20140102,083600,1.3758,1.3758,1.3758,1.3758,4
EURUSD,20140102,083700,1.3758,1.3758,1.3758,1.3758,4
EURUSD,20140102,083800,1.3758,1.3758,1.3758,1.3758,4
EURUSD,20140102,083900,1.3758,1.3759,1.3758,1.3759,4
EURUSD,20140102,084000,1.3759,1.3760,1.3758,1.3758,4
EURUSD,20140102,084100,1.3758,1.3759,1.3758,1.3759,4
EURUSD,20140102,084200,1.3758,1.3758,1.3758,1.3758,4
EURUSD,20140102,084300,1.3758,1.3759,1.3758,1.3759,4
EURUSD,20140102,084400,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,084500,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,084600,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,084700,1.3759,1.3760,1.3759,1.3759,4
EURUSD,20140102,084800,1.3760,1.3761,1.3760,1.3761,4
EURUSD,20140102,084900,1.3761,1.3761,1.3761,1.3761,4
EURUSD,20140102,085000,1.3761,1.3761,1.3761,1.3761,4
EURUSD,20140102,085100,1.3760,1.3760,1.3760,1.3760,4
EURUSD,20140102,085200,1.3760,1.3760,1.3759,1.3759,4
EURUSD,20140102,085300,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,085400,1.3759,1.3760,1.3759,1.3760,4
EURUSD,20140102,085500,1.3760,1.3761,1.3760,1.3761,4
EURUSD,20140102,085600,1.3761,1.3761,1.3760,1.3760,4
EURUSD,20140102,085700,1.3761,1.3763,1.3761,1.3763,4
EURUSD,20140102,085800,1.3762,1.3762,1.3760,1.3760,4
EURUSD,20140102,085900,1.3760,1.3760,1.3760,1.3760,4
EURUSD,20140102,090000,1.3760,1.3760,1.3757,1.3757,4
EURUSD,20140102,090100,1.3757,1.3757,1.3757,1.3757,4
EURUSD,20140102,090200,1.3757,1.3757,1.3757,1.3757,4
EURUSD,20140102,090300,1.3757,1.3758,1.3757,1.3758,4
EURUSD,20140102,090400,1.3758,1.3759,1.3758,1.3759,4
EURUSD,20140102,090500,1.3758,1.3759,1.3758,1.3759,4
EURUSD,20140102,090600,1.3759,1.3759,1.3758,1.3759,4
EURUSD,20140102,090700,1.3759,1.3759,1.3758,1.3758,4
EURUSD,20140102,090800,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,090900,1.3759,1.3759,1.3759,1.3759,4
EURUSD,20140102,091000,1.3759,1.3759,1.3758,1.3759,4
EURUSD,20140102,091100,1.3758,1.3758,1.3757,1.3757,4
EURUSD,20140102,091200,1.3757,1.3757,1.3757,1.3757,4
EURUSD,20140102,091300,1.3757,1.3757,1.3757,1.3757,4
EURUSD,20140102,091400,1.3757,1.3757,1.3756,1.3757,4
EURUSD,20140102,091500,1.3757,1.3757,1.3756,1.3756,4
EURUSD,20140102,091600,1.3756,1.3756,1.3756,1.3756,4
EURUSD,20140102,091700,1.3756,1.3756,1.3756,1.3756,4
EURUSD,20140102,091800,1.3756,1.3756,1.3756,1.3756,4
EURUSD,20140102,091900,1.3755,1.3755,1.3755,1.3755,4
EURUSD,20140102,092000,1.3755,1.3755,1.3755,1.3755,4
EURUSD,20140102,092100,1.3755,1.3755,1.3755,1.3755,4
EURUSD,20140102,092200,1.3755,1.3755,1.3755,1.3755,4
EURUSD,20140102,092300,1.3755,1.3755,1.3755,1.3755,4
EURUSD,20140102,092400,1.3756,1.3756,1.3755,1.3755,4
EURUSD,20140102,092500,1.3755,1.3755,1.3755,1.3755,4
EURUSD,20140102,092600,1.3755,1.3755,1.3753,1.3754,4
EURUSD,20140102,092700,1.3754,1.3754,1.3754,1.3754,4
EURUSD,20140102,092800,1.3754,1.3754,1.3754,1.3754,4
EURUSD,20140102,092900,1.3754,1.3754,1.3751,1.3752,4
EURUSD,20140102,093000,1.3751,1.3752,1.3749,1.3750,4
EURUSD,20140102,093100,1.3750,1.3750,1.3749,1.3749,4
EURUSD,20140102,093200,1.3750,1.3751,1.3750,1.3751,4
EURUSD,20140102,093300,1.3752,1.3752,1.3751,1.3751,4
EURUSD,20140102,093400,1.3751,1.3751,1.3751,1.3751,4
EURUSD,20140102,093500,1.3751,1.3751,1.3750,1.3751,4
EURUSD,20140102,093600,1.3751,1.3751,1.3750,1.3750,4
EURUSD,20140102,093700,1.3750,1.3751,1.3750,1.3751,4
EURUSD,20140102,093800,1.3751,1.3751,1.3750,1.3751,4
EURUSD,20140102,093900,1.3752,1.3753,1.3752,1.3753,4
EURUSD,20140102,094000,1.3752,1.3754,1.3752,1.3754,4
EURUSD,20140102,094100,1.3754,1.3754,1.3754,1.3754,4
EURUSD,20140102,094200,1.3754,1.3754,1.3754,1.3754,4
EURUSD,20140102,094300,1.3754,1.3759,1.3754,1.3756,4
EURUSD,20140102,094400,1.3757,1.3760,1.3756,1.3760,4
EURUSD,20140102,094500,1.3760,1.3764,1.3760,1.3763,4
EURUSD,20140102,094600,1.3763,1.3763,1.3762,1.3762,4
EURUSD,20140102,094700,1.3762,1.3762,1.3760,1.3760,4
EURUSD,20140102,094800,1.3761,1.3761,1.3761,1.3761,4
EURUSD,20140102,094900,1.3760,1.3762,1.3760,1.3762,4
EURUSD,20140102,095000,1.3762,1.3762,1.3762,1.3762,4
EURUSD,20140102,095100,1.3762,1.3762,1.3762,1.3762,4
EURUSD,20140102,095200,1.3762,1.3764,1.3762,1.3763,4
EURUSD,20140102,095300,1.3763,1.3763,1.3762,1.3763,4
EURUSD,20140102,095400,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,095500,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,095600,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,095700,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,095800,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,095900,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,100000,1.3763,1.3763,1.3762,1.3762,4
EURUSD,20140102,100100,1.3761,1.3761,1.3759,1.3760,4
EURUSD,20140102,100200,1.3760,1.3760,1.3759,1.3760,4
EURUSD,20140102,100300,1.3760,1.3760,1.3759,1.3760,4
EURUSD,20140102,100400,1.3760,1.3761,1.3760,1.3761,4
EURUSD,20140102,100500,1.3761,1.3761,1.3760,1.3760,4
EURUSD,20140102,100600,1.3760,1.3760,1.3760,1.3760,4
EURUSD,20140102,100700,1.3760,1.3760,1.3760,1.3760,4
EURUSD,20140102,100800,1.3760,1.3760,1.3760,1.3760,4
EURUSD,20140102,100900,1.3760,1.3760,1.3759,1.3760,4
EURUSD,20140102,101000,1.3760,1.3762,1.3760,1.3762,4
EURUSD,20140102,101100,1.3762,1.3762,1.3761,1.3761,4
EURUSD,20140102,101200,1.3761,1.3762,1.3761,1.3762,4
EURUSD,20140102,101300,1.3762,1.3762,1.3761,1.3762,4
EURUSD,20140102,101400,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,101500,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,101600,1.3763,1.3765,1.3763,1.3764,4
EURUSD,20140102,101700,1.3764,1.3765,1.3764,1.3765,4
EURUSD,20140102,101800,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,101900,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,102000,1.3766,1.3766,1.3765,1.3765,4
EURUSD,20140102,102100,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,102200,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,102300,1.3766,1.3766,1.3765,1.3765,4
EURUSD,20140102,102400,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,102500,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,102600,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,102700,1.3765,1.3765,1.3765,1.3765,4
EURUSD,20140102,102800,1.3764,1.3764,1.3763,1.3763,4
EURUSD,20140102,102900,1.3763,1.3764,1.3762,1.3764,4
EURUSD,20140102,103000,1.3763,1.3764,1.3763,1.3763,4
EURUSD,20140102,103100,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,103200,1.3763,1.3763,1.3763,1.3763,4
EURUSD,20140102,103300,1.3763,1.3763,1.3762,1.3762,4
EURUSD,20140102,103400,1.3762,1.3763,1.3762,1.3763,4
EURUSD,20140102,103500,1.3763,1.3763,1.3762,1.3762,4
